City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Gitarama,RW,-2.0744,29.7567,66.2,88,75,2.3,broken clouds
349,Iquitos,PE,-3.7481,-73.2472,77.0,88,75,1.14,broken clouds
350,Walvis Bay,NA,-22.9575,14.5053,64.99,82,100,11.5,overcast clouds
351,Dillon,US,34.4166,-79.3712,44.01,100,1,3.69,clear sky
352,Tura,IN,25.5198,90.2201,56.71,45,0,2.39,clear sky
353,Kampot,KH,10.6167,104.1833,77.0,88,40,4.61,scattered clouds
354,Urdoma,RU,61.7533,48.5442,-21.75,84,100,8.66,overcast clouds
355,Kandrian,PG,-6.2167,149.55,87.44,66,22,11.5,light rain
356,Lavrentiya,RU,65.5833,-171.0,-8.16,86,0,8.41,clear sky
357,Paamiut,GL,61.994,-49.6678,27.07,86,49,11.27,scattered clouds
358,Ajdabiya,LY,30.7554,20.2263,65.84,28,100,20.29,overcast clouds
359,Ribeira Do Pombal,BR,-10.8344,-38.5358,75.54,75,80,6.89,broken clouds
360,Ostersund,SE,63.1792,14.6357,15.8,86,90,8.05,overcast clouds
361,Senneterre,CA,48.3835,-77.2328,5.0,72,1,4.61,clear sky
362,Jasper,US,37.2001,-94.3502,27.0,93,90,5.75,mist
363,Gualaquiza,EC,-3.4,-78.55,67.24,89,98,0.76,light rain
364,Naifaru,MV,5.4444,73.3657,81.28,75,2,10.89,clear sky
365,Barguzin,RU,53.6167,109.6167,6.64,89,100,2.53,overcast clouds
366,Khorixas,NA,-20.3667,14.9667,68.47,45,100,3.27,overcast clouds
367,Gorontalo,ID,0.5412,123.0595,84.18,68,100,3.04,overcast clouds
368,Talcahuano,CL,-36.7167,-73.1167,60.8,82,75,5.75,broken clouds
369,Mana,GF,5.6592,-53.7767,77.65,86,100,12.64,overcast clouds
370,Mahasamund,IN,21.1,82.1,59.0,63,76,6.91,haze
371,Talnakh,RU,69.4865,88.3972,-17.81,75,20,2.95,few clouds
372,Aquiraz,BR,-3.9014,-38.3911,80.6,83,20,4.61,few clouds
373,Qasigiannguit,GL,68.8193,-51.1922,19.4,45,0,14.97,clear sky
374,Sandviken,SE,60.6167,16.7667,16.0,81,23,6.08,few clouds
375,Okha,RU,53.5739,142.9478,19.74,97,100,21.68,snow
376,Deputatskiy,RU,69.3,139.9,-25.73,84,18,1.68,few clouds
377,Codrington,AU,-38.2667,141.9667,60.98,65,100,14.03,overcast clouds
378,Russell,US,32.3502,-85.1999,51.8,76,1,4.74,clear sky
379,Sinnamary,GF,5.3833,-52.95,78.03,84,100,14.25,overcast clouds
380,Atar,MR,20.5169,-13.0499,57.81,38,0,8.9,clear sky
381,Marshall,US,34.3834,-86.3333,36.0,87,1,3.44,clear sky
382,Uruzgan,AF,32.8333,66.0,44.64,52,100,2.48,overcast clouds
383,Natitingou,BJ,10.3042,1.3796,80.6,26,0,4.61,clear sky
384,Saryg-Sep,RU,51.5,95.6,4.89,91,100,1.72,overcast clouds
385,Laguna,US,38.421,-121.4238,66.2,37,1,6.91,clear sky
386,Iberia,US,29.9502,-91.7507,55.4,67,1,3.44,clear sky
387,Tsabong,BW,-26.0217,22.401,73.56,70,0,14.54,clear sky
388,Maridi,SS,4.9158,29.4742,64.94,28,67,3.38,broken clouds
389,Vostok,RU,46.4856,135.8833,-7.8,89,100,4.18,overcast clouds
390,Fort Nelson,CA,58.8053,-122.7002,-14.8,64,75,6.91,light snow
391,Sao Filipe,CV,14.8961,-24.4956,69.49,74,100,12.88,overcast clouds
392,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,40,6.91,scattered clouds
393,Port Hawkesbury,CA,45.6169,-61.3485,28.0,59,90,6.91,snow
394,Ravar,IR,31.2656,56.8055,52.83,59,6,8.16,clear sky
395,Aykhal,RU,66.0,111.5,-29.04,82,66,4.43,broken clouds
396,Buenos Aires,AR,-34.6132,-58.3772,81.0,65,0,2.3,clear sky
397,Nara,JP,34.6851,135.8049,46.0,65,20,6.91,few clouds
398,Itoman,JP,26.1247,127.6694,66.2,59,20,10.36,few clouds
399,Perth,AU,-31.9333,115.8333,70.0,78,75,14.97,light rain
400,Rio Gallegos,AR,-51.6226,-69.2181,62.6,48,0,18.41,clear sky
401,Batemans Bay,AU,-35.7167,150.1833,70.0,57,19,1.99,few clouds
402,Huarmey,PE,-10.0681,-78.1522,72.18,75,100,9.13,overcast clouds
403,Emerald,AU,-23.5333,148.1667,89.01,62,75,6.91,broken clouds
404,Trossingen,DE,48.0767,8.6441,35.01,90,100,4.21,overcast clouds
405,Saint-Louis,SN,16.3333,-15.0,69.8,46,37,2.3,scattered clouds
406,Beidao,CN,34.5686,105.8933,39.88,60,0,1.12,clear sky
407,Provideniya,RU,64.3833,-173.3,-0.17,83,100,17.87,overcast clouds
408,Berlevag,NO,70.8578,29.0864,24.93,91,100,25.17,light snow
409,Linxia,CN,35.6003,103.2064,30.09,73,0,1.23,clear sky
410,Fukue,JP,32.6881,128.8419,46.4,49,0,17.27,clear sky
411,Sattahip,TH,12.6664,100.9007,73.4,94,20,4.61,mist
412,Pocerski Pricinovic,RS,44.7222,19.7072,53.01,54,0,20.71,clear sky
413,Yei,SS,4.095,30.6779,62.6,32,100,0.63,overcast clouds
414,Grand Gaube,MU,-20.0064,57.6608,78.01,83,36,1.99,scattered clouds
415,Ambulu,ID,-8.345,113.6058,80.26,79,99,3.76,overcast clouds
416,Stoke-On-Trent,GB,53.0042,-2.1854,30.99,86,99,5.99,light snow
417,Mehamn,NO,71.0357,27.8492,23.27,93,100,21.52,light snow
418,Ribeira Grande,PT,38.5167,-28.7,58.66,78,0,13.44,clear sky
419,Bilma,NE,18.6853,12.9164,64.4,24,100,7.16,overcast clouds
420,Salinas,US,36.6777,-121.6555,60.8,63,1,11.5,clear sky
421,Vathi,GR,38.4,23.6,62.6,48,20,14.97,few clouds
422,Nagar Karnul,IN,16.4821,78.3247,58.96,68,86,7.63,overcast clouds
423,San Cristobal,VE,7.7669,-72.225,84.2,51,40,13.8,scattered clouds
424,Pisco,PE,-13.7,-76.2167,73.4,83,75,12.66,broken clouds
425,Trelew,AR,-43.249,-65.3051,57.7,56,0,12.77,clear sky
426,Makakilo City,US,21.3469,-158.0858,78.8,44,20,8.05,few clouds
427,Katsuura,JP,35.1333,140.3,46.4,53,40,11.5,scattered clouds
428,Tiruchchendur,IN,8.4833,78.1167,74.28,76,3,16.96,clear sky
429,Bousso,TD,10.4795,16.7117,66.72,23,100,5.82,overcast clouds
430,Banff,CA,51.1762,-115.5698,1.4,66,100,4.61,overcast clouds
431,San Policarpo,PH,12.1791,125.5072,78.12,91,100,20.04,overcast clouds
432,Humaita,BR,-7.5061,-63.0208,76.39,93,100,0.56,overcast clouds
433,Bijie,CN,27.3125,105.2942,43.27,71,100,8.23,overcast clouds
434,Roura,GF,4.7263,-52.3274,80.6,83,75,6.91,broken clouds
435,Buriti Dos Lopes,BR,-3.175,-41.8669,76.26,91,9,4.12,clear sky
436,Quimper,FR,48.0,-4.1,37.4,81,0,9.22,clear sky
437,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,73.53,94,100,5.66,overcast clouds
438,San Patricio,US,28.017,-97.5169,68.0,56,1,14.97,clear sky
439,Podyuga,RU,61.095,40.8647,-22.88,86,4,6.4,clear sky
440,Kodinar,IN,20.7903,70.7031,66.65,28,0,8.9,clear sky
441,Nieuw Amsterdam,SR,5.8833,-55.0833,80.6,83,40,9.22,scattered clouds
442,Naushahro Firoz,PK,26.8424,68.123,55.45,36,0,1.57,clear sky
443,Bose,IT,45.4612,8.0137,42.01,98,7,4.76,clear sky
444,Kijang,KR,35.2442,129.2139,35.6,23,0,13.8,clear sky
445,Powell River,CA,49.8496,-124.5361,44.6,52,20,16.11,few clouds
446,Mancora,PE,-4.1078,-81.0475,78.69,67,84,12.73,broken clouds
447,Grindavik,IS,63.8424,-22.4338,33.8,69,0,13.8,clear sky
448,Amazar,RU,53.858,120.875,-11.24,84,100,2.33,overcast clouds
449,Hohhot,CN,40.8106,111.6522,8.6,61,0,2.24,clear sky
450,Kawalu,ID,-7.3817,108.2082,77.54,79,93,4.59,overcast clouds
451,Port-Gentil,GA,-0.7193,8.7815,77.0,94,20,3.44,few clouds
452,Sucua,EC,-2.4667,-78.1667,78.8,61,40,4.61,scattered clouds
453,Casablanca,MA,33.5928,-7.6192,57.0,100,0,8.05,clear sky
454,Shar,KZ,49.5886,81.0453,24.69,94,72,17.45,broken clouds
455,Mareeba,AU,-17.0,145.4333,91.99,74,100,3.44,overcast clouds
456,Matamoros,MX,25.5333,-103.25,82.4,11,75,7.47,broken clouds
457,Savannah Bight,HN,16.45,-85.85,82.4,83,20,14.54,few clouds
458,Ilek,RU,51.5271,53.3831,-8.54,89,93,13.22,overcast clouds
459,Adre,TD,13.4667,22.2,58.55,31,99,11.95,overcast clouds
460,Shieli,KZ,44.1667,66.75,37.76,85,7,9.15,clear sky
461,Vanderhoof,CA,54.0166,-124.0198,-1.01,90,100,1.92,overcast clouds
462,Manicore,BR,-5.8092,-61.3003,80.6,89,75,2.3,broken clouds
463,Ginir,ET,7.1333,40.7,61.65,51,100,2.28,overcast clouds
464,Nantucket,US,41.2835,-70.0995,33.8,100,90,24.16,snow
465,Amahai,ID,-3.3333,128.9167,85.91,67,42,2.01,scattered clouds
466,Puerto Quijarro,BO,-17.7833,-57.7667,76.05,53,47,2.75,scattered clouds
467,Manzhouli,CN,49.6,117.4333,-5.82,84,0,3.49,clear sky
468,Husavik,IS,66.0449,-17.3389,32.0,74,90,2.3,overcast clouds
469,Mayo,US,38.8876,-76.5119,37.4,44,1,14.97,clear sky
470,Korla,CN,41.7597,86.1469,31.23,79,100,2.8,overcast clouds
471,Itarema,BR,-2.9248,-39.9167,80.19,80,42,13.09,scattered clouds
472,Liverpool,GB,53.4106,-2.9779,35.01,64,90,12.66,overcast clouds
473,Soe,ID,-9.8607,124.284,75.13,85,100,6.73,overcast clouds
474,Srednekolymsk,RU,67.45,153.6833,-5.84,82,31,4.76,scattered clouds
475,Villarrica,PY,-25.75,-56.4333,67.95,77,0,2.71,clear sky
476,Mackenzie,CA,55.2999,-123.1698,-2.2,65,1,4.61,clear sky
477,Lumberton,US,34.6182,-79.0086,42.8,87,1,3.8,clear sky
478,Kralendijk,BQ,12.15,-68.2667,78.8,78,40,16.11,scattered clouds
479,Deniliquin,AU,-35.5333,144.9667,71.01,41,100,3.0,overcast clouds
480,Hami,CN,42.8,93.45,27.91,80,34,2.13,scattered clouds
481,Yarega,RU,63.4354,53.5765,-22.23,86,100,10.09,light snow
482,Mweka,CD,-4.85,21.5667,68.32,96,100,0.6,light rain
483,Bhayavadar,IN,21.85,70.25,59.94,36,0,7.56,clear sky
484,Balen,BE,51.1684,5.1717,24.8,93,75,12.66,broken clouds
485,Wetaskiwin,CA,52.9668,-113.3687,-23.01,62,100,1.14,overcast clouds
486,Asfi,MA,32.2994,-9.2372,57.54,74,0,6.22,clear sky
487,Dalbandin,PK,28.8947,64.4101,52.18,36,4,3.53,clear sky
488,Ormara,PK,25.2088,64.6357,67.89,37,0,8.1,clear sky
489,Najran,SA,17.4924,44.1277,60.8,48,20,2.62,few clouds
490,Antofagasta,CL,-23.65,-70.4,68.0,77,20,10.36,few clouds
491,Eaton Socon,GB,52.2175,-0.2893,32.0,87,99,8.99,light snow
492,Alta Floresta,BR,-9.8756,-56.0861,69.93,98,100,1.54,overcast clouds
493,Boden,SE,65.8252,21.6886,17.6,86,90,9.22,overcast clouds
494,Kaliua,TZ,-5.0606,31.7936,68.09,90,100,4.21,overcast clouds
495,Sidney,AU,-33.8679,151.2073,72.0,78,75,17.27,broken clouds
496,Saskylakh,RU,71.9167,114.0833,-36.56,80,44,11.45,scattered clouds
497,Kerrville,US,30.0474,-99.1403,64.4,36,1,10.36,clear sky
498,Leh,IN,34.1667,77.5833,10.89,58,21,1.66,few clouds
499,Alexandria,EG,31.2156,29.9553,57.2,88,0,4.61,clear sky
500,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.28,95,100,7.2,overcast clouds
501,Qurayyat,SA,31.3318,37.3428,44.6,93,0,6.91,clear sky
502,Vao,NC,-22.6667,167.4833,78.04,78,92,5.82,overcast clouds
503,San Vicente,AR,-26.6167,-54.1333,63.68,81,0,2.37,light rain
504,Freeport,US,40.6576,-73.5832,30.2,86,20,6.91,few clouds
505,Visby,SE,57.6409,18.296,23.0,80,90,6.91,overcast clouds
506,Murdochville,CA,48.9583,-65.5006,19.4,79,100,9.22,overcast clouds
507,Devils Lake,US,48.1128,-98.8651,-14.8,70,1,5.75,clear sky
508,Matara,LK,5.9485,80.5353,74.26,90,18,4.36,few clouds
509,Pangkalanbuun,ID,-2.6833,111.6167,79.48,85,100,3.65,overcast clouds
510,Zhezkazgan,KZ,47.8043,67.7144,33.48,98,100,28.36,snow
511,Pacific Grove,US,36.6177,-121.9166,59.0,77,1,6.91,clear sky
512,Senanga,ZM,-16.1167,23.2667,68.9,92,100,4.68,light rain
513,Bozeman,US,45.6796,-111.0386,1.4,71,90,1.23,overcast clouds
514,Pocone,BR,-16.2567,-56.6228,75.78,57,11,2.89,few clouds
515,Bogorodskoye,RU,56.55,37.8833,-10.62,89,0,5.64,clear sky
516,Wajima,JP,37.4,136.9,28.4,93,40,2.3,light snow
517,Candido De Abreu,BR,-24.5669,-51.3333,64.11,60,0,1.52,clear sky
518,Vila,PT,42.0304,-8.1588,46.0,95,83,15.01,broken clouds
519,Malyn,UA,50.7723,29.2383,10.4,85,90,6.71,snow
520,Lago Da Pedra,BR,-4.3333,-45.1667,74.71,92,100,1.16,overcast clouds
521,Arenapolis,BR,-14.4503,-56.8461,74.35,64,100,2.95,overcast clouds
522,Nanakuli,US,21.3906,-158.1547,78.8,44,20,8.05,few clouds
523,Ardakan,IR,32.31,54.0175,41.0,100,20,2.3,mist
524,Port Keats,AU,-14.25,129.55,81.99,78,100,9.19,overcast clouds
525,Westport,US,41.1415,-73.3579,30.2,86,20,4.61,few clouds
526,Saint-Augustin,CA,51.226,-58.6502,18.05,92,5,10.0,clear sky
527,Amurzet,RU,47.6967,131.0981,-2.85,86,8,12.26,clear sky
528,Darfield,GB,53.5339,-1.376,34.0,72,94,11.99,light snow
529,Jennings,US,38.7192,-90.2604,16.0,48,90,9.22,overcast clouds
530,Belokurikha,RU,51.9959,84.9896,22.51,93,95,3.71,overcast clouds
531,Sheltozero,RU,61.3667,35.3667,-2.61,93,96,6.17,overcast clouds
532,Olinda,BR,-8.0089,-34.8553,80.6,69,40,6.91,scattered clouds
533,Slave Lake,CA,55.2834,-114.769,-20.2,69,1,2.3,clear sky
534,Mount Isa,AU,-20.7333,139.5,84.2,70,90,10.36,overcast clouds
535,Port Moresby,PG,-9.4431,147.1797,84.2,70,40,11.5,haze
536,Dubai,AE,25.2582,55.3047,68.0,73,0,2.3,clear sky
537,Atyrau,KZ,47.1167,51.8833,6.8,78,0,8.95,clear sky
538,Sirjan,IR,29.452,55.6814,45.03,66,0,7.99,clear sky
539,Yarim,YE,14.298,44.3779,46.38,55,53,9.51,broken clouds
540,Bubaque,GW,11.2833,-15.8333,78.85,67,0,5.12,clear sky
541,Mildura,AU,-34.2,142.15,68.0,45,0,9.22,clear sky
542,Gondanglegi,ID,-7.7479,112.0132,76.84,87,97,7.87,overcast clouds
543,Watertown,US,42.3709,-71.1828,30.0,100,90,13.8,light snow
544,Ponta Delgada,PT,37.7333,-25.6667,57.0,82,40,10.36,scattered clouds
545,Weihe,CN,32.9952,105.3247,42.33,57,0,0.76,clear sky
546,Finschhafen,PG,-6.6024,147.8681,84.99,74,100,5.61,overcast clouds
547,Saryozek,KZ,44.3583,77.9753,37.69,74,100,9.37,overcast clouds
548,Bowen,AU,-20.0167,148.2333,86.0,74,40,3.44,scattered clouds
549,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,67,0,18.41,clear sky
550,Coihueco,CL,-36.6167,-71.8333,68.0,68,20,12.66,few clouds
551,Nisia Floresta,BR,-6.0911,-35.2086,80.6,83,40,10.36,scattered clouds
552,Ramhormoz,IR,31.28,49.6035,57.49,67,0,3.31,clear sky
553,Port Augusta,AU,-32.5,137.7667,78.01,56,0,6.91,clear sky
554,Hit,IQ,33.6416,42.8251,56.28,67,0,7.63,clear sky
555,San Felipe,VE,10.3399,-68.7425,71.1,88,100,5.28,overcast clouds
556,Umm Kaddadah,SD,13.6017,26.6876,60.73,31,0,14.23,clear sky
557,Palmer,US,42.1584,-72.3287,27.0,86,90,5.75,light snow
558,Kozarmisleny,HU,46.0297,18.2921,48.99,90,100,1.01,overcast clouds
559,Vanavara,RU,60.34,102.2797,25.34,97,100,11.25,overcast clouds
560,Pozoblanco,ES,38.3791,-4.8483,51.8,87,90,9.22,mist
561,Coxim,BR,-18.5067,-54.76,74.23,63,0,3.76,clear sky
562,Thanatpin,MM,17.2119,96.3033,75.2,73,40,5.75,scattered clouds
563,Flin Flon,CA,54.7682,-101.865,-27.4,62,1,6.91,clear sky
564,Kiama,AU,-34.6833,150.8667,70.0,79,65,1.99,broken clouds
565,Viedma,AR,-40.8135,-62.9967,59.0,66,86,11.99,overcast clouds
566,Otuzco,PE,-7.9,-78.5833,52.23,98,100,1.97,overcast clouds
567,Thames,NZ,-37.1333,175.5333,78.01,75,10,10.0,clear sky
568,Stonewall,CA,50.1344,-97.3268,-20.2,63,1,5.75,clear sky
569,Nome,US,64.5011,-165.4064,0.0,84,1,5.01,clear sky
570,New Plymouth,NZ,-39.0667,174.0833,71.01,76,77,8.01,broken clouds
571,Ahuimanu,US,21.4447,-157.8378,78.8,50,40,5.75,scattered clouds
572,Sistranda,NO,63.7256,8.834,23.0,86,75,11.5,light snow
573,Menongue,AO,-14.6585,17.691,64.08,91,100,5.84,overcast clouds
574,Ancud,CL,-41.8697,-73.8203,62.44,76,0,2.66,clear sky
575,Mlandizi,TZ,-6.7,38.7333,77.86,89,100,2.77,overcast clouds
576,Balsas,BR,-7.5325,-46.0356,73.67,91,100,5.77,overcast clouds
577,Urumqi,CN,43.801,87.6005,10.4,92,100,4.47,mist
578,San Lazaro,BZ,18.0387,-88.6622,82.4,78,40,11.5,scattered clouds
579,Nefteyugansk,RU,61.0998,72.6035,5.0,85,40,11.18,scattered clouds
580,Safranbolu,TR,41.2508,32.6942,48.09,55,100,1.99,overcast clouds
581,Puerto Leguizamo,CO,-0.1934,-74.7819,78.37,77,34,3.87,scattered clouds
582,Zvishavane,ZW,-20.3267,30.0665,66.74,96,100,1.88,moderate rain
583,Marquette,US,46.5333,-87.6335,0.0,55,15,5.99,few clouds
584,Usinsk,RU,65.9939,57.5281,-15.93,88,100,16.93,light snow
585,Sangmelima,CM,2.9333,11.9833,68.99,90,100,2.28,overcast clouds
586,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,24.8,93,90,6.71,snow
587,Aksha,RU,50.2814,113.2867,0.95,89,0,3.13,clear sky
588,Beringovskiy,RU,63.05,179.3167,5.43,94,100,16.84,snow
589,Vestmannaeyjar,IS,63.4427,-20.2734,38.91,75,100,25.3,overcast clouds
590,Kyabram,AU,-36.3167,145.05,71.01,41,14,3.0,few clouds
591,Edd,ER,13.9297,41.6925,72.55,78,29,4.54,scattered clouds
592,Acapulco,MX,16.8634,-99.8901,82.4,74,1,9.22,clear sky
593,Pyatnitskoye,RU,50.4233,37.8273,9.91,86,100,5.03,overcast clouds
594,Yenagoa,NG,4.9247,6.2642,79.2,88,97,3.67,overcast clouds
595,Palestine,PS,31.9216,35.2033,55.0,100,62,2.3,broken clouds
596,Dingle,PH,10.9995,122.6711,76.05,92,100,11.32,overcast clouds
597,Peregu Mare,RO,46.2333,20.9,46.4,71,0,8.05,clear sky
598,Malbork,PL,54.0359,19.0266,7.0,100,9,13.06,clear sky
599,Saint-Joseph,RE,-21.3667,55.6167,80.6,61,90,9.22,light rain
600,Nagaoka,JP,37.45,138.85,33.01,89,100,8.61,snow
601,Kongwa,TZ,-6.2,36.4167,66.67,91,100,2.62,overcast clouds
602,Esmeraldas,BR,-19.7625,-44.3139,64.4,100,90,4.61,mist
603,Yima,CN,34.7381,111.8839,39.99,99,6,7.4,clear sky
604,Tessalit,ML,20.1986,1.0114,58.8,32,100,10.45,overcast clouds
605,Gigmoto,PH,13.7796,124.39,80.76,78,58,17.4,broken clouds
606,Colac,AU,-38.3333,143.5833,59.0,25,68,7.0,broken clouds
607,Ulladulla,AU,-35.35,150.4667,66.99,72,75,8.05,broken clouds
608,Tommot,RU,58.9564,126.2925,-19.48,81,0,1.54,clear sky
609,Vadinsk,RU,53.6916,43.0574,0.82,93,100,10.51,overcast clouds
610,Marsa Matruh,EG,31.3525,27.2453,51.8,87,0,9.22,clear sky
611,Paita,PE,-5.0892,-81.1144,75.61,73,94,14.79,overcast clouds
612,Imbituba,BR,-28.24,-48.6703,75.2,73,40,13.8,scattered clouds
613,Garden City,US,42.3256,-83.331,12.99,56,40,5.75,scattered clouds
614,Castanos,MX,26.7833,-101.4167,75.2,29,75,4.61,broken clouds
615,Kalmanka,RU,52.8992,83.5433,23.0,68,75,6.71,broken clouds
616,Necochea,AR,-38.5473,-58.7368,59.0,75,46,12.91,scattered clouds
617,Le Vauclin,MQ,14.5452,-60.8388,73.4,83,0,2.3,clear sky
618,Lowestoft,GB,52.4752,1.7516,30.99,92,100,10.0,light snow
619,Daloa,CI,6.8774,-6.4502,76.71,86,33,5.61,scattered clouds
620,Tandil,AR,-37.3217,-59.1332,57.0,92,97,5.99,overcast clouds
621,Cairns,AU,-16.9167,145.7667,91.99,74,78,3.44,broken clouds
622,Port Hedland,AU,-20.3167,118.5667,82.4,69,66,13.8,broken clouds
623,Zilair,RU,52.2332,57.4392,-13.68,88,100,14.07,overcast clouds
624,Camacupa,AO,-12.0167,17.4833,63.32,95,100,2.04,light rain
625,Kaeo,NZ,-35.1,173.7833,73.99,65,78,7.0,broken clouds
626,Lakatoro,VU,-16.0999,167.4164,85.77,53,0,0.92,clear sky
627,Waipawa,NZ,-41.4122,175.5153,71.6,64,75,21.85,broken clouds
628,Soyo,AO,-6.1349,12.3689,79.97,85,100,7.81,light rain
629,Podor,MR,16.6527,-14.9587,69.8,46,37,2.3,scattered clouds
630,Nuuk,GL,64.1835,-51.7216,30.2,43,0,2.3,clear sky
631,Shenjiamen,CN,29.9576,122.298,46.96,82,100,20.42,overcast clouds
632,Ler,SS,8.3018,30.1418,64.54,25,5,5.57,clear sky
633,Chardara,KZ,41.2547,67.9692,52.34,66,100,18.07,overcast clouds
634,Kailua,US,21.4022,-157.7394,78.8,50,40,5.75,scattered clouds
635,Satun,TH,6.8333,100.0,80.6,100,20,5.21,few clouds
636,Kafanchan,NG,9.5833,8.3,70.34,23,99,5.93,overcast clouds
637,Arys,KZ,42.4252,68.795,46.4,93,40,8.95,mist
638,Vulcanesti,MD,45.6842,28.4028,38.86,94,100,13.13,overcast clouds
639,Sidi Ali,DZ,36.0998,0.4206,52.18,81,73,27.07,broken clouds
640,Labuhan,ID,-6.8844,112.2051,79.59,84,95,9.89,overcast clouds
641,Araouane,ML,18.9048,-3.5265,60.87,30,0,11.86,clear sky
642,Semirom,IR,31.4167,51.5667,27.41,96,51,1.66,broken clouds
643,Wetzlar,DE,50.55,8.5,24.01,89,100,10.6,snow
644,Wilmington Island,US,32.0036,-80.9737,46.4,71,1,6.91,clear sky
645,Stryn,NO,61.9045,6.7226,1.0,83,0,1.99,clear sky
646,Banda Aceh,ID,5.5577,95.3222,79.14,80,1,9.51,clear sky
647,Alabaster,US,33.2443,-86.8164,43.0,75,75,1.81,broken clouds
648,Taman,RU,45.2117,36.7161,30.2,80,100,15.66,overcast clouds
649,Boa Vista,BR,2.8197,-60.6733,82.4,69,0,5.75,clear sky
650,Preobrazheniye,RU,42.9019,133.9064,7.41,80,0,10.58,clear sky
651,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,77,40,2.3,scattered clouds
652,Monopoli,IT,40.9559,17.2896,57.0,100,40,8.05,mist
653,Ekimchan,RU,53.0667,132.9667,-11.07,85,100,2.13,overcast clouds
654,Ban Dung,TH,17.699,103.2596,69.01,77,0,8.55,clear sky
655,Lavumisa,SZ,-27.31,31.892,73.71,90,100,0.49,overcast clouds
656,Nizhniy Tsasuchey,RU,50.5167,115.1333,-2.94,90,31,5.23,scattered clouds
657,Patamundai,IN,20.5667,86.5667,58.96,68,0,6.87,clear sky
658,Bang Saphan,TH,11.2126,99.5117,77.0,88,20,2.3,few clouds
659,Manado,ID,1.487,124.8455,80.6,89,40,2.3,scattered clouds
660,Wuwei,CN,37.9281,102.6414,28.04,67,0,0.94,clear sky
661,Karema,TZ,-6.8205,30.4389,74.07,76,100,10.04,light rain
662,Seydi,TM,39.4816,62.9137,51.87,72,100,3.24,overcast clouds
663,Kismayo,SO,-0.3582,42.5454,76.78,80,0,16.55,clear sky
664,Diu,IN,20.7141,70.9822,66.49,28,0,8.28,clear sky
665,Katobu,ID,-4.9408,122.5276,83.05,76,100,6.04,overcast clouds
666,Calamar,CO,10.2511,-74.9146,80.6,78,40,9.22,scattered clouds
667,Antibes,FR,43.5624,7.1278,50.0,50,0,14.97,clear sky
668,Mogadishu,SO,2.0371,45.3438,77.25,80,0,22.62,clear sky
669,Hisor,TJ,38.525,68.5512,50.0,62,90,6.71,overcast clouds
670,Havre De Grace,US,39.5493,-76.0916,35.6,55,1,10.36,clear sky
671,Maceio,BR,-9.6658,-35.7353,77.0,88,0,8.05,clear sky
672,Voka,EE,59.3997,27.5817,16.54,96,90,8.34,overcast clouds
673,Tagbac,PH,7.089,125.1567,77.0,100,90,5.75,overcast clouds
674,Mirnyy,RU,62.5353,113.9611,1.31,94,100,4.54,overcast clouds
675,Caravelas,BR,-17.7125,-39.2481,75.85,92,100,5.86,overcast clouds
676,Nchelenge,ZM,-9.3451,28.734,72.21,82,100,7.92,moderate rain
677,Troitsko-Pechorsk,RU,62.7084,56.1964,-23.51,86,100,8.48,light snow
678,Abnub,EG,27.2696,31.1511,55.4,71,0,5.75,clear sky
679,Alekseyevsk,RU,57.8406,108.3492,24.62,97,100,11.77,light snow
680,Bijar,IR,35.8668,47.6051,32.34,95,0,6.2,clear sky
681,Kamaishi,JP,39.2667,141.8833,26.6,74,75,8.05,light snow
682,Rio Grande,BR,-32.035,-52.0986,70.0,76,0,10.22,clear sky
